participant,paragraph,speaker,text
participant13,121,Interviewee,No.
participant13,122,Interviewer,"No just had a look ok.   So when you have, so have you ever had pain in your testicles?"
participant13,123,Interviewee,No.
participant13,124,Interviewer,And if you did have pain in your testicles what do you think you would do?
participant13,125,Interviewee,Go to hospital.
participant13,126,Interviewer,That seems very sensible that sounds like the right thing to do yes absolutely because bad pain in the testicles would be the thing that makes you worry about twisted testicles.  Yes and did [NAME] say to you how quickly you need to get to hospital.
participant13,127,Interviewee,No.
participant13,128,Interviewer,"No ok so when you have a twisted testicle it’s about six hours and you need to have an operation otherwise you can lose your testicle.  So it’s quite, quite quick that you need to get to a hospital really."
participant13,129,Mother,And you need get to hospital quite quick.
participant13,130,Interviewer,"Yeah exactly, exactly right.  How do you feel about that?  Do you feel you could get to hospital within six hours?"
participant13,131,Interviewee,"Umm I don’t know, I’d have to ask her."
participant13,132,Interviewer,do you drive?   Do you have a car?
participant13,133,Mother,Aye.
participant13,134,Interviewer,Yes so you would be able to take.
participant13,135,Mother,I would be able to get there in 6 hours that’s fine.
participant13,136,Interviewer,Yeah it was just a matter of like recognising there’s a problem then you’d…
participant13,137,Mother,Aye.
participant13,138,Interviewer,"Yes, yes and had you heard of twisted testicles before I was talking to [NAME] about it?"
participant13,139,Mother,"No, no."
participant13,140,Interviewer,You’d not heard of it before.
participant13,141,Mother,"The only thing that I was telling me the time we went down to the what’s the name of that game, basketball game we went to see what was its name?"
participant13,142,Interviewer,Glasgow rocks
participant13,143,Mother,And they were talking down there and it makes you aware that they need to think of these things but I didn’t think about it.
participant13,144,Interviewer,"Well I think it’s something that’s not that you didn’t think about it, we don’t get told about it really."
participant13,145,Mother,Aye.
participant13,146,Interviewer,"Yes, yes.   So if I was to tell you that you know you need an operation to fix the problem would that be something that would put you off?"
participant13,147,Interviewee,Umm I don’t know.
participant13,148,Interviewer,Have you ever had an operation?
participant13,149,Interviewee,I had my tonsils took out.
participant13,150,Interviewer,Did you do you remember that?
participant13,151,Interviewee,No.
participant13,152,Interviewer,How old were you when it happened?
participant13,153,Mother,Long ago. I think it was like two years now.
participant13,154,Interviewer,Fine do you remember a bit about it?
participant13,155,Mother,It was two years aye.
participant13,156,Interviewer,Do you remember going to sleep?
participant13,157,Interviewee,Yes.
participant13,158,Interviewer,Did you stay in or did you go home the same day?
participant13,159,Interviewee,I stayed.
participant13,160,Interviewer,Did you do you remember staying on the ward?
participant13,161,Mother,Just overnight.
participant13,162,Interviewer,Was that all right?
participant13,163,Interviewee,Umm.
participant13,164,Interviewer,Yes it didn’t bother you?
participant13,165,Interviewee,No
participant13,166,Interviewer,"No, did you have nice doctors?"
participant13,167,Interviewee,Yeah but we were forced to eat stuff.
participant13,168,Interviewer,Did they what the next day or…?
participant13,169,Interviewee,The next day.
participant13,170,Interviewer,They forced you but you weren’t feeling hungry.  No and what about the nurses?
participant13,171,Interviewee,I didn’t get one.
participant13,172,Interviewer,"But it wasn’t too bad, it wasn’t too bad you didn’t mind it too much?  Do you feel better now you’ve had your tonsils out?"
participant13,173,Interviewee,Yeah.
participant13,174,Interviewer,Yeah.
participant13,175,Mother,Yeah he’s a lot better.
participant13,176,Interviewer,Well that’s good then that’s good.
participant13,177,Mother,He’s a lot better.
participant13,178,Interviewer,"Good ok all right.   So you think if you had pain in your testicles you’, what would you do, you’d probably talk to your gran first and then you’d ask to be taken to hospital and then you’d go to hospital and have that, fine.   Do you think you’d tell peo"
participant13,179,Interviewee,No.
participant13,180,Interviewer,No what do you think your mates would say do you think if they knew you’d had a problem with your balls?
participant13,181,Interviewee,"Uewww, I don’t know what they would say."
participant13,182,Interviewer,"Do you reckon, do you think they’d be kind or do you think they’d …"
participant13,183,Mother,"[name] would freak out, haha.  He would think he had it too, wouldnae he. [name] thinks he has it]."
participant13,184,Interviewer,"What do you think do you think your other friends, do you think they would be helpful if you or would they tease you?  Are you not sure?"
participant13,185,Interviewee,No.
participant13,186,Interviewer,"What, do you ever talk about balls with your friends at the moment?"
participant13,187,Interviewee,Umm no.
participant13,188,Interviewer,If one of your mates though talked about balls what do you think you’d think?
participant13,189,Interviewee,Umm don’t know we don’t talk about it.
participant13,190,Interviewer,What about other health things.   Do you talk about other health problems?   Do you ever talk to your mates you know when you had your tonsils done?
participant13,191,Interviewee,"Umm, umm."
participant13,192,Interviewer,What did you say to your mates then?  Did you tell them about it?
participant13,193,Interviewee,No.
participant13,194,Interviewer,No but like you talked to them about it.
participant13,195,Interviewee,I can’t really remember.
participant13,196,Interviewer,You can’t remember I know it’s a couple of years ago and it’s probably difficult.   Do you think you would be shy to talk to your friends?
participant13,197,Interviewee,No
participant13,198,Interviewer,"And do you think, do you think that if it was a testicle operation it would be different to like another operation?"
participant13,199,Interviewee,Yes.
participant13,200,Interviewer,Do you think you would be more shy?
participant13,201,Interviewee,Yes.
participant13,202,Interviewer,Yeah.  Why do you think that is?
participant13,203,Interviewee,Because you have to explain about your thingamys and all that and that would be embarrassing.
participant13,204,Interviewer,And why do you think it’s particularly more embarrassing to talk about your testicles than any other things?
participant13,205,Interviewee,‘Cos it sounds gross and all that.
participant13,206,Interviewer,"Sounds gross, fair enough and do you know about any other problems you can get with your testicles because you were talking about the twist and the injury to your testicles do you know about any other problems?"
participant13,207,Interviewee,You can get black lumps in it.
participant13,208,Interviewer,Yes.
participant13,209,Interviewee,And you can have cancer in it.
participant13,210,Interviewer,Yes you are absolutely right.   Do you know about that again do you know about that from having had a look on the internet or do you think…?
participant13,211,Interviewee,My dad’s told me.
participant13,212,Interviewer,"Is that right and did you have a like, was that like a specific lesson or did he just sit with you or how did it or did it just come up in conversation?"
participant13,213,Interviewee,He just said it ‘cos I said you were coming up. about that.
participant13,214,Interviewer,"Right no that’s really good so maybe talking like with me means that you look like had some conversations about health problems.   So that’s really good and did you, is there anything, how do you, do you know how you know if you have cancer of your testic"
participant13,215,Interviewee,It will hurt.
participant13,216,Interviewer,"It tends not to be sore.  It tends to be like a lump so you might feel a lump in your testicles and do you know, has anyone, I would think and don’t worry because if this is a no has anyone ever talked to you about what you can be doing or what you should"
participant13,217,Interviewee,No.
participant13,218,Interviewer,Have you ever heard of something called ‘self-examination’?
participant13,219,Interviewee,No.
participant13,220,Interviewer,No so we recommend that young men like yourself just examine your testicles about every month.  What that means is just make sure there’s no lumps or bumps.  I think your testicles are probably going to change quite a lot over the next few years so it’s w
participant13,221,Interviewee,No.
participant13,222,Interviewer,Ok all right and if you wanted to find out some information about health problems what would you tend to do?  Where would you go for your information?
participant13,223,Interviewee,Google.
participant13,224,Interviewer,Would you?
participant13,225,Interviewee,Umm.
participant13,226,Interviewer,So what do you search do you have a phone or do you have a tablet what do you use?
participant13,227,Interviewee,My phone.
participant13,228,Interviewer,Your phone you use your phone you Google.  That’s quite a good way of getting lots of information isn’t it?   Do you use anything else like talk to your mates?
participant13,229,Interviewee,No.
participant13,230,Interviewer,Talk to family.
participant13,231,Interviewee,No.
participant13,232,Interviewer,And do you see your doctor very often your family doctor?
participant13,233,Interviewee,No.
participant13,234,Interviewer,"No, most young people dont"
participant13,235,Mother,"I think the last time was about 6 months ago,  just to get his hearing checked so that was that."
participant13,236,Interviewer,Fine ok.
participant13,237,Mother,"Aye he’s not there since his tonsils come out, he’s not had any bother."
participant13,238,Interviewer,Yeah.
participant13,239,Mother,You know what I mean.
participant13,240,Interviewer,"Good, good.  So and what about other, do you have other accounts what other accounts do you have like social media type things?"
participant13,241,Interviewee,You Tube and Instagram and all of that.
participant13,242,Interviewer,Yes.  Do you think you’d ever look on You Tube?
participant13,243,Interviewee,SILENCE
participant13,244,Interviewer,Not really.
participant13,245,Interviewee,I also looked once
participant13,246,Interviewer,Yes.   So you said you Googled stuff as well like that that’s a good way of getting your information isn’t it because it will often take you through to You Tube.
participant13,247,Interviewee,Yeah.
participant13,248,Interviewer,"So I asked this before didn’t I you don’t have, do you talk to your friends about any health problems do you think?  No what about like broken legs?"
participant13,249,Interviewee,No.
participant13,250,Interviewer,Have any of your friends had any operations that you know about?
participant13,251,Interviewee,No.
participant13,252,Interviewer,"No not really.  So generally you are quite a fit and healthy youngsters so it’s not so common for it is it it’s just, I just think it would be interesting to know whether if you don’t have many conversations about testicular health but I guess if people a"
participant13,253,Mother,"I don’t know whether we would talk about that, you know, not until something happens."
participant13,254,Interviewer,"Exactly right, exactly right.  Fine and if you, if there was a way what do you think would be a good way of telling people about testicular health problems?"
participant13,255,Interviewee,I don’t know.
participant13,256,Interviewer,You don’t know.  Are there any things to like that have stood out in your teaching at school or if you has made you really remember stuff?  No.
participant13,257,Interviewee,No.
participant13,258,Interviewer,No what do you think of like leaflets and stuff or posters?
participant13,259,Interviewee,Nothing.
participant13,260,Interviewer,No what about videos?
participant13,261,Interviewee,Umm nothing much.
participant13,262,Interviewer,"Nothing much fine.   So you’re not really sure what would be like the best way of kind of getting information or whatever.  No ok all right, all right.  Let me just grab my list of questions.   Well was this the kind of thing that you were expecting me to"
participant13,263,Interviewee,I didn’t really know what the hell he was talking about.
participant13,264,Interviewer,"Ok all right but do you think do you, do you feel happy, do you understand what kind of we’ve been discussing today?"
participant13,265,Interviewee,yes.
participant13,266,Interviewer,"Yeah so it’s just to say that you don’t need to worry like that death or anything is going to happen to you but it’s just that if you do get a sore testicle as you said absolutely right go to the hospital and we’ll see, we’ll deal with it but it’s not som"
participant13,267,Interviewee,In my class it’s thirty-two.
participant13,268,Interviewer,"Thirty-two and then how many, anyway I don’t know how that, but you know probably you know somebody in your school potentially you know will have had a testicular problem really with their testicles so that’s why it’s just worth knowing about it so if it "
participant13,269,Mother,Just so you know what to do about that.
participant13,270,Interviewer,Yes exactly right yeah.  You don’t need to be really worried at this stage of your life.  Good.  Good right let me just have a quick look at my questions and see.  Right if I said to you though some boys when they get painful testicles don’t go to hospita
participant13,271,Interviewee,They are too shy to tell somebody.
participant13,272,Interviewer,Umm do you think it’s shy to tell their family or shy to tell doctors or who do you think the most kind of difficult person to tell is?
participant13,273,Interviewee,Teachers as well.
participant13,274,Interviewer,Teachers yes.  Yeah you’re right because you don’t I guess it’s more difficult isn’t it with a teacher yeah.  So if you are school and it might be difficult.  Yeah what would you do if it happened if you got a painful testicle in school then do you think?
participant13,275,Interviewee,I’d have to tell them.
participant13,276,Interviewer,"Yeah, yes but you would prefer, prefer to tell someone else if you could.  Ok, ok fine, fine.   Well I think that’s probably it’s quite straightforward I think that’s most of the questions I wanted to ask really.  Was there anything else that you wanted t"
participant13,277,Interviewee,Not particularly.
participant13,278,Interviewer,Well thank you.
participant13,279,Mother,It was more he was worried he was getting examined.
participant13,280,Interviewer,Yes.
participant13,281,Mother,"The ones that had had it, [NAME] and wee [name]"
participant13,282,Interviewer,Yes.
participant13,283,Mother,"And they were saying, ohh you’re going to get examined and it’s sore and all that, you know I mean."
participant13,284,Interviewer,Is that right was he saying that?  He was teasing you I think.
participant13,285,Mother,"Yeah they were just kidding on, so we knew it wasn’t right because the mothers said you just come in and spoke about it and that."
participant13,286,Interviewer,"Yeah, yeah.  Yeah that but…"
participant13,287,Mother,He was thinking he was going to get examined.
participant13,288,Interviewer,Well is that right?  He’s a cheeky boy.
participant13,289,Interviewer,"No that’s nothing like that obviously that’s really, that’s really all I wanted to talk about.  It’s really helpful to me because the more I build-up a picture of what people know about and what they feel about it the more it helps me I hope make educatio"
participant13,290,Mother,They know about it earlier.
participant13,291,Interviewer,"Exactly right, exactly right but yeah is that ok?  Is that ok with both of you?"
participant13,292,Mother,Aye that’s fine aye.
participant13,293,Interviewer,Well look thank you for your time I really appreciate it.
participant14,1,Interviewer,"Thank you so much for agreeing to help me with the project.  Have you spoken to any of the other guys about, have any of your friends done this?"
participant14,2,Interviewee,Yeah a little bit.
participant14,3,Interviewer,"Yes fine, fine.   So tell me so you’ve had a bit of a chat since they’ve done their interview?"
participant14,4,Interviewee,Yeah.
participant14,5,Interviewer,Yeah and did they talk to you a bit about the kind of things we’ve been discussing?
participant14,6,Interviewee,Yeah just said it was fine.
participant14,7,Interviewer,It was fine did they?
participant14,8,Interviewee,Yeah.
participant14,9,Interviewer,So when they said it was fine is that because there was a bit of worry that it might be a not very nice thing or that there was some difficulty about the interview?
participant14,10,Interviewee,Yes.
participant14,11,Interviewer,Yes and what do you think those worries were about the interview that I was doing?
participant14,12,Interviewee,I’m not sure.
participant14,13,Interviewer,"And it’s also totally fine to not feel quite sure about it.  Was it, first of all some people have said that they were a bit worried about an examination or something practical like that.  Was that something people have been talking about?"
participant14,14,Interviewee,Yeah a little bit.
participant14,15,Interviewer,Ok right.  So there’s nothing like that.
participant14,16,Interviewee,No.
participant14,17,Interviewer,Fine and do you think that there was worries that I might be asking questions that were a bit kind of difficult or personal or sensitive?
participant14,18,Interviewee,Yeah.
participant14,19,Interviewer,Yes ok and I don’t think I will be asking you anything like that.   So did they talk a bit about the actual interview and what we talked about?
participant14,20,Interviewee,Not that much no.
participant14,21,Interviewer,But a little bit.
participant14,22,Interviewee,Yep.
participant14,23,Interviewer,"So what have they, what did they mention or did they say about that?"
participant14,24,Interviewee,They just said that it’s it didn’t take long and that is was like…
participant14,25,Interviewer,"Ok, ok and did they talk about like the specifics and what the actual things that we talked about?"
participant14,26,Interviewee,Not really no.
participant14,27,Interviewer,"Ok, ok that’s cool.  It’s just so I can get a bit of an idea whether you’ve had a bit of a chat about stuff or you already kind of know a bit about it.   So the first thing I tend to ask people is what words do you tend to use for testicles?"
participant14,28,Interviewee,Phew – ahhhh… balls probably.
participant14,29,Interviewer,Yes that’s a pretty good one.
participant14,30,Mother,I think that’s a pretty common one.
participant14,31,Interviewer,"Yes yeah, yeah and is that the word you would use with your mum, with your friends like who would do you think you’d use ‘balls’ with?"
participant14,32,Interviewee,Yeah friends.
participant14,33,Interviewer,Friends more.
participant14,34,Interviewee,Yeah.
participant14,35,Interviewer,"Umm, umm and if you were speaking to your mum or your dad or parent do you think you’d use the same?"
participant14,36,Interviewee,Yeah probably.
participant14,37,Interviewer,Yes fine.
participant14,38,Mother,Does his dad not say cha-cha’s.
participant14,39,Interviewer,"Oh that’s a new one I like that, I like that I’m not sure I’ve heard that one before I really like it cha-chas fine and have you ever needed to talk to anyone about any problems with testicles and stuff."
participant14,40,Interviewee,No.
participant14,41,Interviewer,"No ok.   So today I don’t know what, have you got any preference about what words we use?"
participant14,42,Interviewee,No.
participant14,43,Interviewer,But yeah because it’s a bit more formal I tend to use ‘testicles’.
participant14,44,Interviewee,Yes.
participant14,45,Interviewer,But I just if you did want to use a different word.
participant14,46,Interviewee,That’s ok.
participant14,47,Interviewer,So do you know what testicles are for?
participant14,48,Interviewee,Erm not really.  I’ve learnt it but I’ve forgotten.
participant14,49,Interviewer,Ok all right and where do you think you learnt about it?
participant14,50,Interviewee,Well last year.
participant14,51,Interviewer,"Fine so that was when your, so what year are you now?"
participant14,52,Interviewee,S3.
participant14,53,Interviewer,S3 so in S2 you do a bit of education.
participant14,54,Interviewee,Yeah.
participant14,55,Interviewer,Do you know what the education was about?
participant14,56,Interviewee,Well we were just doing the body.
participant14,57,Interviewer,Oh right and would you have said that was in biology or in science or was that in your sort of social lessons and things?
participant14,58,Interviewee,Both I think.
participant14,59,Interviewer,"Ok all right.  All right, all right.   So you do remember that you had some lessons about testicles."
participant14,60,Interviewee,Umm.
participant14,61,Interviewer,And that it was about maybe the body.
participant14,62,Interviewee,Yep.
participant14,63,Interviewer,"And maybe, could you, I mean did you have to do things like label stuff or was it…"
participant14,64,Interviewee,Yep.
participant14,65,Interviewer,And did it talk a bit about the functions do you think or…?
participant14,66,Interviewee,Yes I think so yes.
participant14,67,Interviewer,And you know you said you’re not absolutely sure is that something you’d maybe feel a bit embarrassed to say what they do or was it just you are not absolutely sure?
participant14,68,Interviewee,I have forgotten.
participant14,69,Interviewer,I think that’s very possible isn’t it.   So if I say the two main functions for the testicles.  They make sperm.
participant14,70,Interviewee,Yeah.
participant14,71,Interviewer,And then they also really importantly make hormones.
participant14,72,Interviewee,Yeah.
participant14,73,Interviewer,"Do you think, have you heard, you’ve heard that kind of stuff before?"
participant14,74,Interviewee,Yeah.
participant14,75,Interviewer,Yes and does that sound like how you were taught about it or…?
participant14,76,Interviewee,Yeah.
participant14,77,Interviewer,Yes so you talked about it quite as in like science and talking about the body and function and things like that.
participant14,78,Interviewee,Yes.
participant14,79,Interviewer,"Fine and was it at all associated with your, like your sex lessons or your sex education?"
participant14,80,Interviewee,Yeah.
participant14,81,Mother,I think it was wasn’t it and reproduction.
participant14,82,Interviewer,So those are the two things combined did they or was it all very much about kind of the science and the biology of it or did they talk about the other aspects of kind of…
participant14,83,Interviewee,More the science.
participant14,84,Interviewer,Ok so it’s quite sort of practical and that kind of thing.
participant14,85,Interviewee,Umm.
participant14,86,Interviewer,Fine.  Did they talk about like testicles and puberty and stuff like that or…?
participant14,87,Interviewee,No not really.
participant14,88,Mother,Did you not find out what they do to your body?   In PHSE.  I am sure you did but I might be wrong.
participant14,89,Interviewer,"It’s very variable, it’s also very variable.  Sometimes there’s not it’s not necessarily defined programmes so…"
participant14,90,Mother,"Ah ha, ah ha. "
participant14,91,Interviewer,Because I think often people have their first lessons maybe P7 and then they learn a bit more a bit later.
participant14,92,Mother,"Ah ha, ah ha."
participant14,93,Interviewer,"But so the things that I said about the hormones first, puberty and manliness and that kind of stuff and the sperm you heard those kind of things."
participant14,94,Interviewee,Yes.
participant14,95,Interviewer,"That before, fine, fine.  Do you know about any problems you can have with your testicles?"
participant14,96,Interviewee,Well I knew about the testicular cancer but not much else
participant14,97,Interviewer,"Umm yes, yes."
participant14,98,Interviewee,But not much else.
participant14,99,Interviewer,Yes fine so tell me a bit about and I am sorry is there’s anything personal but tell me a bit about what you know about testicular cancer.
participant14,100,Interviewee,Not much.
participant14,101,Interviewer,Not much.
participant14,102,Interviewee,No.
participant14,103,Mother,That you can get it.
participant14,104,Interviewee,Yes.
participant14,105,Interviewer,"So how do you know about it?  You don’t think you’ve had any, have you had teaching on it or how do you think you know about testicular cancer?"
participant14,106,Interviewee,"Not teaching but err I don’t know I just,…. I can’t remember I don’t know.  I don’t know how I really know about it I just do."
participant14,107,Interviewer,"I think this is really, this is what a bit about what I want to find out about is how people do get their information about stuff.   So I think it’s really interesting that you are a bit aware about testicular cancer but you’re not quite sure where it’s c"
participant14,108,Interviewee,No.
participant14,109,Interviewer,No so you kind of know that it’s there and do you know who gets testicular cancer?  Do you know what age you might get it?
participant14,110,Interviewee,Not really no.
participant14,111,Interviewer,Not really and do you know of anyone who’s had testicular cancer?
participant14,112,Interviewee,No.
participant14,113,Interviewer,"No ok all right.   So, so the first thing that ‘cos we’re going to talk about…"
participant14,114,Mother,"You know but you might not remember that you may have heard in passing, know [NAME]."
participant14,115,Interviewee,[NAME]?
participant14,116,Mother,[NAME].
participant14,117,Interviewee,Oh yeah.
participant14,118,Mother,Yes he had testicular cancer.
participant14,119,Interviewee,Aye.  I didn’t know that.
participant14,120,Mother,Did you not?
participant14,121,Interviewee,No.
participant14,122,Mother,"That’s a friend of ours, that’s a family friend."
participant14,123,Interviewer,Did you know that he’d been unwell at all or did you just not really….
participant14,124,Mother,We don’t see him that much. He’s fine now
participant14,125,Interviewer,How long ago did he have it?
participant14,126,Mother,Maybe about three years ago.
participant14,127,Interviewer,Ok all right.
participant14,128,Mother,Three or four years ago something like that.
participant14,129,Interviewer,You wouldn’t have been old enough to kind of know about that.
participant14,130,Mother,Yeah he maybe just heard in passing or maybe you were just not hearing it at all about it.  You may not have heard us talk about it but…
participant14,131,Interviewer,Yes.  So has anyone ever explained to you or talked to you about what’s called a self-examination?
participant14,132,Interviewee,No not really.
participant14,133,Interviewer,"No, not really.   So does that mean that you might have heard something or just…?"
participant14,134,Interviewee,I’ve not.  Well I know self and I know examination.
participant14,135,Interviewer,Yeah you can work it out yes.   That’s really sensible yeah absolutely right I mean it’s not rocket science you are absolutely right it’s really straightforward but the recommendations would be for young men to probably just do what’s called a self-examin
participant14,136,Interviewee,Tell my mum probably.
participant14,137,Interviewer,"Yeah, yeah that seems like a very sensible thing and in that scenario what do you think you’d do?"
participant14,138,Mother,Oh I think we’d need to get it checked out just to be sure yes.  We’d go down and make a doctor’s appointment and ask the doctor just to check just to be sure that it was nothing.   That’s what we would do.
participant14,139,Interviewer,Yes you’d probably make an appointment with your family doctor.
participant14,140,Mother,Yes.
participant14,141,Interviewer,"Ok that sounds very sensible.  So there are, there is a bit of information if you want to look at it on self-examination online but it is very straightforward it’s very simple yes.  Have you heard about any other problems you can get with your testicles?"
participant14,142,Interviewee,No.
participant14,143,Interviewer,No ok.  Do you know what would happen if you had pain in your testicles?
participant14,144,Interviewee,What I would do?
participant14,145,Interviewer,Yeah if you had sort of pain in your testicles and it’s reasonably bad let’s say it’s a pretty bad pain what do you think you’d do about it?
participant14,146,Interviewee,Maybe like wait a bit until it could pass and if it doesn’t just tell my mum again.
participant14,147,Interviewer,"Yes absolutely.   So is that, have you ever had any experience of pain?"
participant14,148,Interviewee,Not really no.
participant14,149,Interviewer,Not really.
participant14,150,Mother,Did you not get a football or a hockey ball went near was that not quite recently?
participant14,151,Interviewee,Yeah.
participant14,152,Mother,Was that one?
participant14,153,Interviewer,But after you had a knock it got better how quickly did it get better?
participant14,154,Interviewee,Pretty quickly it was five to ten minutes.
participant14,155,Interviewer,Yeah.
participant14,156,Interviewee,Something like that.
participant14,157,Interviewer,"Fine, fine and what would be the reason?  Why do you think you would wait to see it sounds like to see if it goes away on itself is that right?"
participant14,158,Interviewee,Yeah.
participant14,159,Interviewer,Yes and why do you think you’d wait?
participant14,160,Interviewee,"I don’t know if, if it didn’t go away….  I don’t know."
participant14,161,Interviewer,"I think what you said is absolutely right because I am not questioning about that I think you are absolutely right I think a lot of young men would wait so I totally agree I am just trying to work out a bit why if you did have like, if you did have like n"
participant14,162,Interviewee,"If it went away and if it went away quickly it might not think there was a serious but if it didn’t go away then you would think it would, there’s a problem."
participant14,163,Interviewer,Yes so you are almost like hopeful that it’s…
participant14,164,Interviewee,Yeah.
participant14,165,Interviewer,Yeah hopeful kind of that it’s not something serious.   Do you think any part of that worry would be about or it would be embarrassing if they say something and it turns out to be nothing or…?
participant14,166,Interviewee,Yeah.
participant14,167,Interviewer,How do you feel about you know if you are unwell how do you feel about telling someone like generally?
participant14,168,Interviewee,I feel ok.
participant14,169,Interviewer,It’s not like you feel oh I have to just get on I have to be strong and tough.  So if you are unwell you feel that’s ok to talk about it?
participant14,170,Interviewee,Yes.
participant14,171,Interviewer,And do you think testicles are different from kind of general health or do you think they’re kind of it’s a similar thing?
participant14,172,Interviewee,Yeah a wee bit different ‘cos like pain in your testicles doesn’t happen as much as being your stomach or something.
participant14,173,Interviewer,"Yeah, yeah, yes so you sort of know a bit more you’ve got a bit more experience what to do.   So if you’ve got pain in your stomach you kind of often know that it will probably get better and if it doesn’t then maybe yeah but pain in the testicles is a bi"
participant14,174,Interviewee,Umm.
participant14,175,Interviewer,Yes.  How long do you think you would leave it?
participant14,176,Interviewee,Not that long.  Like a couple of hours or something.
participant14,177,Interviewer,"Ok yes, yeah, yeah.  What do you think, what if he came to you with pain in his testicles what do you think you would do?"
participant14,178,Mother,What would I do?
participant14,179,Interviewer,Yeah.
participant14,180,Mother,"If he came to, well I think, as I said before, I think I would make a GPs appointment."
participant14,181,Interviewer,"And a GP appointment can sometimes take, it sometimes can take a couple of days to come through.  What yeah what do you think your sort of thoughts would be about the urgency of it?"
participant14,182,Mother,Well to be honest I would probably be straight on Mr Google and read up.
participant14,183,Interviewer,"Yeah, yeah."
participant14,184,Mother,"And try and do a wee bit of self-diagnosis and find out how sore is it, where is it, have you checked for any lumps and sort of any indication of that actually waiting is not a good idea then I think that’s what I would probably do.  Try and get some info"
participant14,185,Interviewer,"I think that’s really and have you got experience of using Google in that way?   Have you, or…"
participant14,186,Mother,Yes.
participant14,187,Interviewer,And do you have websites that you kind of like or that you use are there any particular sites?
participant14,188,Mother,I mean I ‘ve used you know the NHS Direct like you know website before and then and just really actually Boots do quite a good one.
participant14,189,Interviewer,"Yes Boots MD,  it is a good one you have to pay for some of the others, if there’s advertising isn’t it, it’s quite a good one yes."
participant14,190,Mother,And then just read up and you know then just do a general Google one and once I think I’m confident of what I am looking for I would do just a general search thing to read up on you know.
participant14,191,Interviewer,"Yeah do you think you’d look for the information ever yourself?  You know say, so say you’ve got a painful testicle and it’s been going on a couple of hours and do you think your first port of call generally for health stuff would be talking to your paren"
participant14,192,Interviewee,Nah just probably just talk to my friends.
participant14,193,Interviewer,"Yes, yes.  Have you ever needed to have talks with your parents about other health things you know I was thinking about like headaches or I don’t know things like this?"
participant14,194,Interviewee,Well yeah I suppose yeah.
participant14,195,Mother,You tell me things.
participant14,196,Interviewee,Yeah I tell mum most things.
participant14,197,Interviewer,Yeah so most of the stuff you do if you have anything symptoms or such things you’d talk to your mum.
participant14,198,Interviewee,Yes.
participant14,199,Interviewer,And do you ever talk to your mates about health things?  
participant14,200,Interviewee,Not really.
participant14,201,Interviewer,No.
participant14,202,Interviewee,Not that much.
participant14,203,Interviewer,No do you know any of your friends who have had to have operations for anything?
participant14,204,Interviewee,Yep my friend had his appendix taken out.
participant14,205,Interviewer,Right yes.
participant14,206,Interviewee,Yeah I think that’s it.
participant14,207,Interviewer,So did he say if that was a bad experience what it was like?
participant14,208,Interviewee,Not really.
participant14,209,Interviewer,No.
participant14,210,Mother,Typical boys.
participant14,211,Interviewer,"Yeah certainly yeah, yeah that’s fine."
participant14,212,Mother,"I had my appendix out, end of conversation. "
participant14,213,Interviewer,Yes so that’s interesting.   So there’s this thing that can happen to testicles that it’s called testicular torsion or twisting.  I don’t know if you’ve heard about this ever.
participant14,214,Interviewee,No.
participant14,215,Interviewer,Never heard about it.
participant14,216,Interviewee,No.
participant14,217,Interviewer,Have you ever heard about it?
participant14,218,Mother,I yes but I don’t know much about it though.
participant14,219,Interviewer,"So it’s really, so I am a surgeon by trade and unfortunately when young men get testicular torsion they get pain in their testicles and the problem I have is that it’s only about six hours in which I need to do an operation.  So if a testicle twists itsel"
participant14,220,Interviewee,Yeah.
participant14,221,Interviewer,"It’s just something that’s never been taught to you and it seems a shame doesn’t it that it’s such a simple thing to know about but could save your testicles which is quite a big deal really.   So what do you think, do you, do you, what do you think would"
participant14,222,Interviewee,It’s not knowing about it.
participant14,223,Interviewer,I think you’re right.  Yes I think you’re right.
participant14,224,Mother,It’s amazing.
participant14,225,Interviewer,Absolutely.  Do you think there’s an element of embarrassment or not wanting to talk to a doctor?
participant14,226,Interviewee,Yeah maybe a little bit.
participant14,227,Interviewer,But more than that I mean from what I’ve said to you now would there be anything that if you got testicular pain tomorrow is there anything that would make you hesitate about going to hospital or…?
participant14,228,Interviewee,No probably not.
participant14,229,Interviewer,Another thing is that sometimes by the time you’ve seen your GP and by the time they’ve referred you across it’s another two or three hours down the line so what we normally ask is if you do have you know this pain in the testicles to come straight to the
participant14,230,Mother,"Is this a sharp excruciating pain that you would respond to I don’t know that people would be aware of, ‘cos sometimes it can get like a dull ache and pain and you go oh it’s not right but I don’t feel too bad or it’s ok and that’s the time where I mean I"
participant14,231,Interviewer,"Yes so that’s really, a really important question there.   I think the pain from testicular torsion is significant and it’s ongoing and it’s kind of constant and it is, it is bad.  I think I mean it’s difficult describing pain is a very funny thing isn’t "
participant14,232,Mother,Yes ah ha.
participant14,233,Interviewer,It’s a hard thing to describe but yes no it is ongoing and it’s generally pretty bad and it’s something that you know about but just like that people still don’t often like still don’t come to us at all so obviously not bad enough to make every person thi
participant14,234,Mother,Yeah.
participant14,235,Interviewer,Have you ever been in an emergency like a health emergency or anything like that?
participant14,236,Interviewee,Yeah I’ve broken my finger.
participant14,237,Interviewer,Did you right yes.
participant14,238,Mother,Hes had a few sports injuries.
